epoch,d_loss,g_loss,d_real,d_fake,pixel,perceptual,gan,w_pixel,w_perceptual,w_gan,PSNR,phase
32,0.0106543165755051,1.682522130947487,0.6400673939828195,0.0680802425571635,0.0997191631034308,1.6367157744426353,8.961835749009076,0.0009971916310343,1.6367157744426353,0.0448091787450453,13.579394057269036,1
33,0.0123792566770696,1.6612884203592937,0.7165872127192344,0.0441192507843487,0.0957646799438139,1.6133534814797197,9.395460203582166,0.0009576467994381,1.6133534814797197,0.0469773010179108,13.868367029003052,1
34,0.0171688505489488,1.6396680906707166,0.4342812235996711,0.0586486548896109,0.0954426971136355,1.6025370242548924,7.235327318602917,0.0009544269711363,1.6025370242548924,0.0361766365930145,13.754050127315944,1
35,0.0013755479699195,1.634181394296534,0.7041412328242087,0.0092873959256037,0.0923817143136379,1.586908873389749,9.26974126404407,0.0009238171431363,1.586908873389749,0.0463487063202203,13.763717643954951,1
36,0.0036948230144665,1.6506420280419145,0.6285371524236146,0.0549994759854313,0.0953848331290132,1.606116633789212,8.71431048711141,0.0009538483312901,1.606116633789212,0.043571552435557,13.778921480459736,1
37,0.000806117469393,1.6624575993594002,0.6009667485806287,0.0131226868089898,0.0938477154602022,1.6100823622123868,10.2873514399809,0.000938477154602,1.6100823622123868,0.0514367571999044,13.86645429501656,1
38,0.0015356385103038,1.6245257246728038,0.6706098692546434,0.0084351232473957,0.0916059468598926,1.5733404533535826,10.05384349822998,0.0009160594685989,1.5733404533535826,0.0502692174911498,13.658672699654264,1
39,0.0041289831129759,1.6252084713356167,0.7495563594971364,0.0806522668335495,0.0965850449660245,1.578714003749922,9.105725372538847,0.0009658504496602,1.578714003749922,0.0455286268626942,13.232697609563845,1
40,0.003101245057152,1.6469349393657609,0.724666862803347,0.0642058059353325,0.0952502321086677,1.5997529520707972,9.245898517907834,0.0009525023210866,1.5997529520707972,0.0462294925895391,13.359895905415028,1
41,0.0078358251002831,1.6595304012298584,0.703478335562549,0.0384685824961421,0.0965020098522597,1.614403911665374,8.832295342987658,0.0009650200985225,1.614403911665374,0.0441614767149383,13.802014586322736,1
42,0.0030343386153805,1.6498841374528177,0.801465125060549,0.0453194406021365,0.0949725846157354,1.598045028892218,10.177878894057928,0.0009497258461573,1.598045028892218,0.0508893944702896,13.652213161257915,1
43,0.0005702658061059,1.659639461367738,0.8564456160746369,0.0033136257533281,0.0974626243114471,1.5977167054718615,12.189626656326594,0.0009746262431144,1.5977167054718615,0.0609481332816329,13.67572003702699,1
44,0.0013905201457258,1.6210422772987216,0.7990469694561005,0.005738962010395,0.0937114143196274,1.567988959013247,10.423241708792892,0.0009371141431962,1.567988959013247,0.0521162085439644,13.553713268895931,1
45,0.0006623084376297,1.637838973718531,0.7680989144479528,0.0280625239057353,0.0935780930460668,1.5848131834291943,10.418002072502585,0.0009357809304606,1.5848131834291943,0.0520900103625129,13.84429609704889,1
46,0.0005280448276117,1.6539884595309986,0.7480867762191623,0.0070634242342659,0.0937285563525031,1.6011485562605017,10.380523569443646,0.000937285563525,1.6011485562605017,0.0519026178472182,13.806632947538452,1
47,0.0033894458683968,1.6310106586007511,0.713155570421733,0.0547912957122742,0.0950165209816951,1.5825153799617993,9.509023470037125,0.0009501652098169,1.5825153799617993,0.0475451173501856,13.41412208896036,1
48,0.0021047265095594,1.6170777549930648,0.676241946607536,0.0629895975941561,0.0922239869832992,1.5672321716944375,9.784668987872552,0.0009222398698329,1.5672321716944375,0.0489233449393627,13.907510625881114,1
49,0.0007091679716384,1.6555185037500717,0.7736725383529476,0.0134982885102705,0.097522319677998,1.605330511635425,9.842556280248305,0.0009752231967799,1.605330511635425,0.0492127814012415,13.738088284501169,1
50,0.0012490761943149,1.656917043760711,0.6988148782767502,0.0315881158338408,0.0959870844495062,1.606765445540933,9.838344714220831,0.000959870844495,1.606765445540933,0.0491917235711041,13.885349159480034,1
51,0.0006706128502922,1.6404245343862796,0.8524226706986334,0.0188138768435059,0.0961391944803443,1.5838440913780063,11.123810908373663,0.0009613919448034,1.5838440913780063,0.0556190545418683,13.57051248783758,1
52,0.0034210756886759,1.6354828395095526,0.7112484813174781,0.0601954201070553,0.0952566885480693,1.5870084552203907,9.504365032794428,0.0009525668854806,1.5870084552203907,0.0475218251639721,13.757898791193217,1
53,0.0145976747576331,1.613303352804745,0.6964315662032687,0.1589806129081362,0.0984009378680995,1.574191691828709,7.625528027029598,0.0009840093786809,1.574191691828709,0.0381276401351479,13.711300322309052,1
54,0.0040544451445634,1.6282619331397263,0.7442806248653534,0.0749243410218874,0.0945024954922059,1.581107457478841,9.241894511615529,0.000945024954922,1.581107457478841,0.0462094725580776,13.940015711412512,1
55,0.0040308669272413,1.6271272500356038,0.685500252444078,0.0374039115168965,0.0946091515760795,1.5740090772217394,10.434414713990456,0.0009460915157607,1.5740090772217394,0.0521720735699522,13.678208874475745,1
56,0.0132077040220525,1.6318723641189874,0.8052124456301624,0.0991226475438737,0.0941606752720533,1.5721692805196723,11.752296073763976,0.0009416067527205,1.5721692805196723,0.0587614803688198,13.8760421575534,1
57,0.0101653501018268,1.6353328601986754,0.8816759539585487,0.0162404091476905,0.0894026163892418,1.5686792322233611,13.151920636494957,0.0008940261638924,1.5686792322233611,0.0657596031824747,13.829056010738729,1
58,0.0231648997175986,1.6287161672816557,0.8703788663534557,0.233243555140992,0.0940732009270611,1.5832034209195305,8.91440314872592,0.0009407320092706,1.5832034209195305,0.0445720157436296,14.198423158248248,1
59,0.0198398969515241,1.6164342538983214,0.8628656581847691,0.1343243001941956,0.0953521480162938,1.5702289973988253,9.050345462911269,0.0009535214801629,1.5702289973988253,0.0452517273145563,13.879817605469862,1
60,0.0050292058976814,1.602969573993309,0.7384468363780602,0.0280026788389602,0.0940868636848879,1.550596650908975,10.286410097982367,0.0009408686368488,1.550596650908975,0.0514320504899118,13.848138172962203,1
61,0.0058474879055585,1.6135414090811038,0.63847161895212,0.0336030376324653,0.096682816451671,1.5654059227775126,9.43373262648489,0.0009668281645167,1.5654059227775126,0.0471686631324244,14.00940766532036,1
62,9.326382358748936e-05,1.6416834569444845,0.9043821113951066,0.0028838821588079,0.096334779817684,1.5750807430229934,13.1278730654249,0.0009633477981768,1.5750807430229934,0.0656393653271245,13.915040407910013,1
63,0.0029348844731091,1.6006397336137062,0.8866081205653209,0.0562613361427222,0.0945667049610147,1.551223537501167,9.694106578826904,0.0009456670496101,1.551223537501167,0.0484705328941345,13.972061580446406,1
64,0.0233944906332694,1.6178205550885667,0.8177269279007234,0.2278453323806923,0.0931937129181974,1.5730916495416678,8.759396066852645,0.0009319371291819,1.5730916495416678,0.0437969803342632,14.017577679318984,1
65,0.0034151912583968,1.6312113836699842,0.9283064825862062,0.1596155449674994,0.1004920451372277,1.5861984818589454,8.801595145580816,0.0010049204513722,1.5861984818589454,0.044007975727904,13.91391940358156,1
66,0.0032837388270326,1.5958439251955818,0.8993232998193479,0.1768264155983285,0.0949067986186812,1.554170421525544,8.144888812420415,0.0009490679861868,1.554170421525544,0.040724444062102,13.974220657305947,1
67,0.0036677683571778,1.6453280495662317,0.8581883396003761,0.1923339662624879,0.0998895910440706,1.5997570940092498,8.914413526946424,0.0009988959104407,1.5997570940092498,0.0445720676347321,13.369628050027508,1
68,0.0069823820697856,1.6272019662109076,0.7625570966241261,0.1082873493596707,0.0976391389381651,1.580002331266216,9.244650817384906,0.0009763913893816,1.580002331266216,0.0462232540869245,13.756959067287736,1
69,0.0068553751537133,1.6087932306177477,0.8098088575135597,0.1935568426571776,0.0985193679145738,1.558096303659327,9.94234792391459,0.0009851936791457,1.558096303659327,0.0497117396195729,13.856229521738266,1
70,0.0070376768687542,1.6194752267762726,0.9463515620605618,0.242994316543142,0.0985184183307722,1.5714766441607009,9.402679588280472,0.0009851841833077,1.5714766441607009,0.0470133979414023,13.897098983224495,1
71,0.019781728659034,1.6358239931218763,0.8069104208227467,0.1772518542540424,0.0964341479189255,1.5829253523957496,10.386858921425016,0.0009643414791892,1.5829253523957496,0.051934294607125,13.995253964549532,1
72,0.0098779077288871,1.6031258503595989,0.7227957304201874,0.0873821718032202,0.0988365826653499,1.5579548676808674,8.836526833328547,0.0009883658266534,1.5579548676808674,0.0441826341666427,13.843264291954616,1
73,0.0086631021542469,1.615659047575558,0.7904475155998679,0.1128371591792743,0.0956474126261823,1.570763162538117,8.787881365009383,0.0009564741262618,1.570763162538117,0.0439394068250469,13.885471559175718,1
74,0.0003975721400659,1.608125039175445,0.8767514286343666,0.073159823436892,0.0937518291905814,1.5497843845217836,11.480625909917494,0.0009375182919058,1.5497843845217836,0.0574031295495874,13.447244185700184,1
75,0.0107568221579801,1.6395662088020175,0.7884747747870564,0.2249927316728751,0.0972912424043113,1.5904385973425472,9.63093933872148,0.0009729124240431,1.5904385973425472,0.0481546966936074,13.851053102522693,1
76,0.0024851039621781,1.611744480974534,0.900940301955915,0.08441919850884,0.10028134008833,1.5623399206236297,9.680349770714257,0.0010028134008833,1.5623399206236297,0.0484017488535712,13.621366508827736,1
77,0.0027911014591493,1.627570771703533,0.9572153634884778,0.2268426691389679,0.0981267658518809,1.574425077905842,10.432884459402048,0.0009812676585188,1.574425077905842,0.0521644222970102,13.533710794375263,1
78,0.0006563337527293,1.6268109293544994,0.9406681653915668,0.05376274397492,0.0949682086413981,1.568133742201562,11.545500353270889,0.0009496820864139,1.568133742201562,0.0577275017663544,13.909878371048125,1
79,0.0175600461897303,1.606622160649767,0.758657331779307,0.1204529549438352,0.0952070751318744,1.5589946625279445,9.335086046480663,0.0009520707513187,1.5589946625279445,0.0466754302324033,13.752115531178507,1
80,0.0184685191886149,1.6139838415033676,0.5690596391659175,0.1499550205216741,0.0957155153155326,1.5666159718644386,9.282139731388463,0.0009571551531553,1.5666159718644386,0.0464106986569423,14.014628041606391,1
81,0.0175351254539586,1.5934665904325598,0.6634040862075327,0.0759720101683268,0.0963629257737421,1.5459877603194292,9.303041925617292,0.0009636292577374,1.5459877603194292,0.0465152096280864,14.10004498598016,1
82,0.0038940494801634,1.6218921507106108,0.6424125272269342,0.0348294127994877,0.0942769579443277,1.5611900091171265,11.951876266329895,0.0009427695794432,1.5611900091171265,0.0597593813316494,13.540832097104266,1
83,0.0094553520624257,1.6043299319697362,0.6536070996973613,0.1034830672658733,0.0959188290962985,1.5580526473475438,9.06361894981534,0.0009591882909629,1.5580526473475438,0.0453180947490767,13.556406827537636,1
84,0.0069059392597623,1.6231178045272827,0.8327523855470788,0.1321767492810952,0.0935472109738518,1.5723186100230495,9.972745268952613,0.0009354721097385,1.5723186100230495,0.049863726344763,13.357244161393986,1
85,0.0015203427357877,1.6272912586436552,0.9360393840892642,0.111024741799566,0.0963071917786317,1.5740923110176537,10.44717659669764,0.0009630719177863,1.5740923110176537,0.0522358829834881,13.152251053169024,1
86,0.0312516061549104,1.6337754048553168,0.7232203139427321,0.1613819285961705,0.0970852236245192,1.5910935588911468,8.342200328322019,0.0009708522362451,1.5910935588911468,0.0417110016416101,13.738340245646915,1
87,0.0077826606250478,1.6017867887721342,0.6247590600019869,0.0202587663034794,0.0916601796360576,1.5499629413380345,10.181449282403086,0.0009166017963605,1.5499629413380345,0.0509072464120154,13.27254058240756,1
88,0.0014964632022521,1.6376839478810628,0.758302862810738,0.0461988303717429,0.096444090791777,1.5754421365027331,12.255476446712718,0.0009644409079177,1.5754421365027331,0.0612773822335635,13.592001120730728,1
89,0.0017664128749186,1.6007459911645627,0.8783316625985226,0.1420519430119007,0.0965149419418737,1.5464805200988172,10.660064089531993,0.0009651494194187,1.5464805200988172,0.0533003204476599,13.64588179834618,1
90,0.0373774066419352,1.640340669482362,0.6768351493073008,0.0016277168505791,0.0959372698676352,1.5778885939541984,12.298540948652754,0.0009593726986763,1.5778885939541984,0.0614927047432637,13.529471968378006,1
91,0.0316776898758047,1.6135514133116775,0.7851053365305358,0.2331440008345845,0.1003121377206316,1.5825944577946385,5.990768956203087,0.0010031213772063,1.5825944577946385,0.0299538447810154,13.860563902192114,1
92,0.0048298482423192,1.6104993212456795,0.8675767317706463,0.0885385502079574,0.1025553474239274,1.5671640634536743,8.461943084118413,0.0010255534742392,1.5671640634536743,0.042309715420592,13.879974995191594,1
93,0.009481415431185,1.6247613476771934,0.7767331196250868,0.1120058191151888,0.0979942913148917,1.5740390945883358,9.94846434686698,0.0009799429131489,1.5740390945883358,0.0497423217343349,13.865538381109394,1
94,0.0038022178146929,1.602269827150831,0.7756904527252796,0.033864614415114,0.0952313190289572,1.5474913868249631,10.765229346705418,0.0009523131902895,1.5474913868249631,0.053826146733527,13.454448324239545,1
95,0.000898978033651,1.5996988637774598,0.7889222669250825,0.0449310561206777,0.0947040147056766,1.5435328109591615,11.04380552441466,0.0009470401470567,1.5435328109591615,0.0552190276220733,13.418134244288822,1
96,0.0243191408990955,1.6005815174065383,0.5120753404135386,0.1908006206873607,0.0949801849383933,1.5545052547080844,9.025293228673,0.0009498018493839,1.5545052547080844,0.0451264661433649,13.89432206926594,1
97,0.0038484000349354,1.611582129609351,0.7807920278944805,0.0504918553276549,0.0962137315495341,1.5673756389056934,8.64887279622695,0.0009621373154953,1.5673756389056934,0.0432443639811347,13.844615651025086,1
98,0.0054217695567464,1.5892279896081662,0.8907993159749928,0.1477507194225943,0.0964353082372861,1.542906950501835,9.071336970609778,0.0009643530823728,1.542906950501835,0.0453566848530489,13.718263728810529,1
99,0.0019884867795388,1.611494957232008,0.7680831167335603,0.0169293609318022,0.0960186408723101,1.5565274439606012,10.80146338892918,0.0009601864087231,1.5565274439606012,0.0540073169446459,14.0040851287608,1
100,0.0042077029222582,1.6323625527176202,0.8809848694671767,0.0277001957463867,0.0962122044726914,1.5813044660231643,10.0191951639512,0.0009621220447269,1.5813044660231643,0.050095975819756,13.6463342929304,1
101,0.0010536387497014,0.2489557234095592,0.8422820056770363,0.0581548976031127,0.0845706757961535,1.5737204691943,14.025996469983868,0.0845706757961535,0.15737204691943,0.0070129982349919,14.237260722777435,2
102,7.288124078509189e-05,0.2471762317068436,0.9164137688337588,0.0357022683121399,0.0807752867101454,1.592161024318022,14.369680367264094,0.0807752867101454,0.1592161024318021,0.007184840183632,14.198654370652894,2
103,4.844330597081228e-05,0.2444114921724095,0.910764593704074,0.0043864490928849,0.0805777767125298,1.5656395075367946,14.53952407836914,0.0805777767125298,0.1565639507536794,0.0072697620391845,14.126377208717855,2
104,0.001599401954809,0.2463089665945838,0.8619827888540778,0.0532260326034185,0.0811862204150826,1.575597036118601,15.12607874589808,0.0811862204150826,0.1575597036118601,0.007563039372949,14.245937902530052,2
105,0.0029232212406397,0.2405103345712026,0.8367184293912906,0.0620368685214249,0.078018723676602,1.5482793368545231,15.327348550160728,0.078018723676602,0.1548279336854523,0.0076636742750803,14.181775488630192,2
106,0.0004473208348483,0.2430869855132757,0.9214082886190976,0.022481804211423,0.0790510610038159,1.573600871890199,13.351669423720416,0.0790510610038159,0.1573600871890199,0.0066758347118602,14.283208424079984,2
107,1.168592871404233e-05,0.2388667359071619,0.967016740172517,0.0027138637675556,0.07795412451321,1.5361916387782375,14.58688902387432,0.07795412451321,0.1536191638778237,0.0072934445119371,14.26963260181298,2
108,3.2725825550927514e-05,0.2397629805639678,0.9742457317370996,0.0054273861391908,0.0781054149801824,1.54705515796063,13.904093218784704,0.0781054149801824,0.1547055157960629,0.0069520466093923,14.15208932625635,2
109,0.0003469853815043,0.237203077358358,0.9705327340200836,0.0328322359687173,0.0782154327368035,1.5281954092137957,12.33620076086007,0.0782154327368035,0.1528195409213795,0.00616810038043,14.35162012693405,2
110,0.0012176421762165,0.2412761446892046,0.9058159431990456,0.0262692925707418,0.0789245009860571,1.5558141516704185,13.540446664772782,0.0789245009860571,0.1555814151670418,0.0067702233323863,14.04656314429804,2
