Epoch,Loss_D,Loss_G,Score_D,Score_G,PSNR,SSIM,image,adversarial,perception,tv,w_image,w_adversarial,w_perception,w_tv
1,0.9648504304648632,0.0429467392798086,0.5392920769269194,0.5245598056423131,12.703026863387324,0.2184730774412552,0.0381765132630938,0.4958574840085423,0.7123948620326483,0.0106731203074256,0.0381765132630938,0.0004958574840085,0.0042743691721958,2.1346240614851318e-10
2,0.9701211517723044,0.0272374001160189,0.7086026914677217,0.6818238489366882,13.005328248582906,0.2661957157154878,0.0229360095748853,0.3212761567599738,0.6633523880545773,0.0036226599917408,0.0229360095748853,0.0003212761567599,0.0039801143283274,7.245319983481767e-11
3,1.0063629411346284,0.023516848785293,0.6074442626231938,0.6127095517530963,12.17168905992741,0.3010392338037491,0.0194475070123945,0.3861927986145019,0.6138581420058635,0.0037538055793859,0.0194475070123945,0.0003861927986145,0.0036831488520351,7.507611158771893e-11
4,0.994454975744978,0.0235193412454418,0.6275971170088545,0.6240678313952773,12.562185552297109,0.301982323328654,0.0195268713475311,0.3779479069496269,0.6024202728152868,0.004428206319777,0.0195268713475311,0.0003779479069496,0.0036145216368917,8.856412639554167e-11
5,0.9717364939884168,0.0213876434819615,0.6626268844699386,0.6300440151893084,12.716027542985737,0.3230082492033641,0.0175700739804488,0.3656366262862931,0.5753221031445176,0.0045377367329019,0.0175700739804488,0.0003656366262862,0.0034519326188671,9.075473465803844e-11
6,1.0142342047904855,0.0210730762253353,0.6669018138107375,0.6784994062499621,13.410419994608144,0.3723895574609439,0.0174546037332632,0.3188639861434253,0.5499347406833326,0.0052483789321609,0.0174546037332632,0.0003188639861434,0.0032996084440999,1.0496757864321943e-10
7,0.9881447055446568,0.0189498573615776,0.6781849954555283,0.667821502211082,13.522111597032156,0.382986677189668,0.0156068175438031,0.3336703012238687,0.5015616304245755,0.0064137045534985,0.0156068175438031,0.0003336703012238,0.0030093697825474,1.2827409106997108e-10
8,0.9819900064326044,0.0182307920052637,0.5383382395132265,0.5168769691714007,12.942405533226143,0.3975082077085972,0.0148548873243343,0.4796717540541692,0.4827055105225957,0.0069578592549657,0.0148548873243343,0.0004796717540541,0.0028962330631355,1.3915718509931468e-10
9,0.9775901789688946,0.0180451727069135,0.7711305025205091,0.7473423872421037,12.726400492098948,0.392321682224671,0.0149515444199688,0.2512793256275689,0.4737248293202908,0.0074386208257939,0.0149515444199688,0.0002512793256275,0.0028423489759217,1.4877241651587819e-10
10,0.9858631192155144,0.0187673965626539,0.7598711059461185,0.7449064165798586,13.238922955914385,0.3925233806173007,0.0157778698450593,0.2542657772106911,0.45587681004064,0.0077994118597525,0.0157778698450593,0.0002542657772106,0.0027352608602438,1.5598823719505054e-10
11,0.9809508774411024,0.0178586777429379,0.733998667541428,0.7212100874132185,13.054285140571956,0.3870890997350216,0.01481228815716,0.2850504499762805,0.4602232006058764,0.007927558741611,0.01481228815716,0.0002850504499762,0.0027613392036352,1.5855117483222068e-10
12,0.99102041377357,0.0170888362628458,0.7409073891331307,0.7296202087876809,13.61450862394678,0.4140771056214968,0.0141886929745104,0.2680721994656235,0.4386785329870917,0.0091722331505583,0.0141886929745104,0.0002680721994656,0.0026320711979225,1.834446630111678e-10
13,0.9994658593514666,0.0161649793645932,0.694542018928338,0.6919679238428524,13.572876554122962,0.423149723559618,0.0132925469910179,0.3059921217201954,0.4277400561233065,0.0086400458237054,0.0132925469910179,0.0003059921217201,0.0025664403367398,1.7280091647410867e-10
14,0.9893527469824795,0.0162315761383196,0.7096976866176472,0.7048562788844701,13.50386626667216,0.4151045779387156,0.013431696341702,0.3009495711445215,0.4164883697507393,0.0093360842386288,0.013431696341702,0.0003009495711445,0.0024989302185044,1.8672168477257684e-10
15,0.9971589615095908,0.0171308329662502,0.7805392943804537,0.7773221571054032,13.354708633279932,0.4198936099807421,0.0143842280643125,0.2223017441099556,0.4207171983090206,0.009423533181164,0.0143842280643125,0.0002223017441099,0.0025243031898541,1.8847066362328199e-10
16,0.99774232491925,0.015817187606028,0.788713046567357,0.7834632337389894,13.013535946403838,0.4150071243445078,0.0130879601361739,0.2135446237687447,0.4192804634867616,0.0097112423550356,0.0130879601361739,0.0002135446237687,0.0025156827809205,1.9422484710071215e-10
17,1.0015926384807226,0.0169784998827016,0.730490499467992,0.7306421360566249,13.242732766006704,0.4158869087696075,0.0143118224556173,0.2679168620512853,0.3997933965417283,0.0095776993948132,0.0143118224556173,0.0002679168620512,0.0023987603792503,1.9155398789626447e-10
18,0.990197779527351,0.0167274972081036,0.7501445480840123,0.7413025732657209,13.073097046655253,0.4171097626288731,0.0140203653987663,0.2596576723886366,0.407912326541113,0.0101580315394632,0.0140203653987663,0.0002596576723886,0.0024474739592466,2.0316063078926572e-10
19,0.9936842609993854,0.0153393419691134,0.7965005404913603,0.7901194226089402,12.791943651186816,0.4264217068751653,0.0127441527053194,0.2098152008815784,0.3975623383450864,0.0096470166498155,0.0127441527053194,0.0002098152008815,0.0023853740300705,1.9294033299631149e-10
20,1.0033023736963225,0.0158610709697304,0.7937496535813631,0.7970133622487386,12.933125472553698,0.4077931928137938,0.0132532874585606,0.2029479635295583,0.4008059353377688,0.0098246644292749,0.0132532874585606,0.0002029479635295,0.0024048356120266,1.9649328858549914e-10
21,0.986925886638129,0.0164921094306665,0.771187049239429,0.7575874328613281,13.076949027067853,0.4201251218716303,0.0138539735283424,0.2418870664947661,0.3993747843735253,0.0102411170040641,0.0138539735283424,0.0002418870664947,0.0023962487062411,2.048223400812837e-10
